sentence	label
a wild comedy that could only spring from the demented mind of the writer 	1
humorless , self-conscious art drivel 	0
... in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it does n't disappoint . 	1
ditched the saccharine sentimentality of bicentennial man 	1
barry 's cold-fish act makes the experience worthwhile 	1
the film rehashes several old themes and is capped with pointless extremes 	0
marveled 	1
has moments of inspired humor 	1
to seek our tears , our sympathies 	1
paced at a speed that is slow to those of us in middle age 	0
constructs a hilarious ode to middle america and middle age with this unlikely odyssey 	1
most basic 	1
it was so endlessly , grotesquely , inventive 	1
amusing from time 	1
the earnestness of its execution and skill of its cast 	1
while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller 	0
this sad , compulsive life 	0
if i stay positive 	1
filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home 	1
director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . 	0
's probably not easy to make such a worthless film ... 	0
a remarkable new trick 	1
forced drama 	0
manages not only 	1
journalistically dubious , 	0
meaning in relationships or work 	1
happily 	1
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . 	1
ultimately that 's what makes it worth a recommendation 	1
is still a cinematic touchstone . 	1
this deeply spiritual film taps into the meaning and consolation in afterlife communications . 	1
could feel my eyelids ... getting ... very ... heavy 	0
a delightful , if minor , pastry 	1
local flavor 	1
please the eye 	1
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . 	0
lazy , miserable and smug . 	0
an imitation movie 	0
apparently nobody here bothered to check it twice . 	0
love a disney pic with as little cleavage as this one has , 	1
an annoying orgy of excess and exploitation that has no point and goes nowhere 	0
opulent 	1
ignoring what the filmmakers clearly believe 	0
a captivating and intimate study about dying and loving 	1
inconsistent , meandering , and sometimes dry plot 	0
deflated 	0
the el cheapo margaritas 	0
after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . 	0
, the characters have a freshness and modesty that transcends their predicament . 	1
a struggling nobody 	0
does leblanc make one spectacularly ugly-looking broad 	0
welcome step 	1
an unfortunate title 	0
since it does n't take itself so deadly seriously 	1
numerous , world-renowned filmmakers 	1
show-stoppingly hilarious , but 	1
the rage and alienation that fuels the self-destructiveness of many young people 	0
feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs 	0
's a glorified sitcom , and a long , unfunny one at that . 	0
enjoyably fast-moving , hard-hitting documentary . 	1
jarring , new-agey tone 	1
a movie about the power of poetry and passion 	1
often shocking but ultimately worthwhile exploration of motherhood and desperate mothers . 	1
a slam-bang extravaganza 	1
by movies ' end you 'll swear you are wet in some places and feel sand creeping in others 	1
you reach the finale 	1
that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun 	1
dullest tangents 	0
he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . 	1
is a successful one . 	1
all add up to a satisfying crime drama . 	1
acquire the fast-paced contemporary society 	1
this story gets sillier , not scarier , as it goes along ... 	0
of visual charm 	1
messy and frustrating , but very pleasing at its best moments 	1
with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
suspenseful cliché 	1
kids-cute sentimentality 	1
supermarket tabloids 	0
boisterous and utterly charming 	1
utterly ridiculous shaggy dog story 	0
does n't add up to much . 	0
a fluid , no-nonsense authority 	1
tedious norwegian offering which somehow snagged an oscar nomination . 	0
it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh 	1
the pay-off is negligible 	0
this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny 	0
a wild comedy 	1
a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . 	1
emotional heart 	1
butterflies that die 	0
essentially awkward version 	0
one can only assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off 	0
against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except 	0
, sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness . 	0
the concept is a hoot . 	1
béart and berling are both superb , while huppert ... is magnificent . 	1
to pop up in a cinematic year already littered with celluloid garbage 	0
its dying 	0
been this odd , inexplicable and unpleasant 	0
rollicking dark humor 	1
fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera 	1
at how much we care about the story 	1
play like the worst kind of hollywood heart-string plucking . 	0
putters along looking for astute observations and coming up blank 	0
combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead *** , but also about dealing with regret and , ultimately , finding redemption 	1
has to recite bland police procedural details , fiennes wanders around in an attempt 	0
is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . 	0
so much crypt mist in the brain 	0
are jarring and deeply out of place in what could have 	0
watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen . 	0
secret ballot is a comedy , both gentle and biting 	1
a summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution . 	0
there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . 	1
was a freshman fluke 	0
all the best possible ways 	1
are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . 	1
ends up being neither 	0
well-characterized 	1
the stale plot and pornographic way 	0
expects something special but 	0
like a bottom-feeder sequel in the escape from new york series 	0
they were insulted and the audience was put through torture for an hour and a half 	0
a first-class road movie that proves you can run away from home , but your ego and all your problems go with you 	1
it 's not too fast and not too slow . 	1
a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise 	0
achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation 	1
faulty 	0
timeless spectacle 	1
would n't want to live waydowntown 	0
rarely have i seen a film so willing to champion the fallibility of the human heart . 	1
the qualities that made the first film so special 	1
a clumsily manufactured exploitation flick 	0
worn-out 	0
muddled and derivative that few will bother thinking it all through 	0
comprehend the chasm of knowledge that 's opened between them 	1
almost enough chuckles for a three-minute sketch , and 	0
the screenplay falls somewhat short 	0
is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once . 	0
like getting all excited about a chocolate eclair and then biting into it and finding the filling missing 	0
pot 	1
you 'd have to be a most hard-hearted person not to be moved by this drama . 	1
a fully developed story 	1
spiritless , silly and monotonous 	0
she can act 	1
during sunset 	1
refreshing . 	1
elevated by it -- the kind of movie 	1
filled with low-brow humor , gratuitous violence and a disturbing disregard 	0
that come full circle to end on a positive ( if tragic ) note 	1
stupid americans 	0
, organic character work 	1
old world war 	1
gondry 's direction is adequate ... but what gives human nature its unique feel is kaufman 's script 	1
, but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
with their fathers 	1
is strong as always . 	1
a dullard 	0
a banal , virulently unpleasant excuse 	0
whose engaging manner and flamboyant style made him a truly larger-than-life character 	1
in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise 	0
can report that it is instead a cheap cliché 	0
he allows nothing to get in the way 	1
went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood . 	1
good-time shenanigans 	1
the imagery in this chiaroscuro of madness and light 	1
it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time . 	1
something hip 	1
a listless sci-fi comedy in which eddie murphy deploys two 	0
surprises 	1
an impenetrable and insufferable ball of pseudo-philosophic twaddle 	0
's surprisingly bland despite the heavy doses of weird performances and direction . 	0
if allen , at 66 , has stopped challenging himself 	0
the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul 's perspective . 	1
an already obscure demographic 	0
making up for any flaws that come later 	1
is hilarious 	1
mending a child 's pain for his dead mother via communication with an old woman straight out of eudora welty 	0
annoying rather than charming 	0
remarkably accessible and haunting 	1
for the film 's publicists or for people who take as many drugs as the film 's characters 	0
you see this film you 'll know too 	1
with the director taking a hands-off approach when he should have shaped the story to show us why it 's compelling 	0
cage makes an unusual but pleasantly haunting debut behind the camera . 	1
sandler 	1
technical flaws 	0
the film starts promisingly , but the ending is all too predictable and far too cliched to really work 	0
clichés , depression and bad alternative music 	0
burns ' visuals , characters and his punchy dialogue , 	1
too thin 	0
rewritten , and 	0
takes you by the face , strokes your cheeks and coos beseechingly at you : 	1
vulgar , sexist , racist humor 	0
found writer-director mitch davis 's wall of kitsch hard going 	0
girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy 	0
the problem is he has no character , loveable or otherwise . 	0
standoffish to everyone else 	0
is one of the best-sustained ideas i have ever seen on the screen 	1
bounds along with the rat-a-tat energy of `` his girl friday , '' maintaining a light touch while tackling serious themes 	1
as it is flawed 	0
a sweet , charming tale 	1
one hears harry shearer is going to make his debut as a film director 	1
musical passion 	1
lady 	1
like all of egoyan 's work , ararat is fiercely intelligent and uncommonly ambitious . 	1
is frittered away in middle-of-the-road blandness . 	0
's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do 	1
suspense , intriguing characters and bizarre bank robberies , 	1
to remember 	1
uninteresting , unlikeable people 	0
jabs 	0
clear point 	1
's a spontaneity to the chateau , a sense of light-heartedness , that makes it attractive throughout . 	1
what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else . 	0
with an eye on preserving a sense of mystery 	1
that never quite goes where you expect and often surprises you with unexpected comedy 	1
, paxton , making his directorial feature debut , does strong , measured work . 	1
a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact . 	1
satisfy the boom-bam crowd 	1
feeling a part of its grand locations 	1
achieving some honest insight 	1
surprisingly entertaining 	1
of too many story lines 	0
hugh grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are . 	1
ai n't art 	0
why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ? 	0
is energized by volletta wallace 's maternal fury , her fearlessness 	1
skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor . 	1
angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence 	0
sounds promising 	1
, we need agile performers 	0
it goes off the rails in its final 10 or 15 minutes 	0
so dull 	0
viewing for its courage , ideas , technical proficiency and great acting 	1
it 's a frankenstein-monster of a film that does n't know what it wants to be . 	0
'' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . 	0
even less surprises 	0
its dying , 	0
those who are not acquainted with the author 's work , on the other hand , may fall fast asleep . 	0
's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff 	0
the most high-concept sci fi adventures 	1
return to never land is much more p.c. than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing . 	0
while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the struggle into meaningful historical context . 	0
deeply affecting film 	1
to recovering from its demented premise 	0
hallelujah for small favors 	1
a sentimental mess 	0
the improperly hammy performance 	0
tipped this film into the `` a '' range , as is 	1
most enchanting 	1
odd bedfellows 	0
inevitable and 	0
turn it off 	0
great past 	1
difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny 	0
has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing 	0
the quirky 	1
which very simply sets out to entertain and ends up delivering in good measure 	1
at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left 	0
sappy as big daddy 	0
fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . 	1
life affirming 	1
its rawness and vitality give it considerable punch . 	1
're gon na like this movie 	1
could have been crisper and punchier , but 	0
its most immediate and most obvious pleasure 	1
just another disjointed , fairly predictable psychological thriller . 	0
ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon 	0
lawrence has only a fleeting grasp of how to develop them 	0
deft 	1
, and intelligent 	1
been much better 	0
reactionary ideas about women and a total lack of empathy 	0
idemoto and kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger 	1
interesting cinematic devices ( cool visual backmasking ) , 	1
intelligent screenplay 	1
ca n't believe anyone would really buy this stuff . 	0
crudity 	0
all awkward , static , and lifeless rumblings 	0
humorless , 	0
very well done 	1
ill-considered notion 	0
, clever 	1
as imaginative as one might have hoped 	1
, biting and witty feature 	1
ends up offering nothing more than the latest schwarzenegger or stallone flick 	0
its predictable plot and paper-thin supporting characters 	0
to squeeze a few laughs out of the material 	0
almost no organic intrigue 	0
is a horrible movie -- 	0
, obvious , preposterous , the movie will likely set the cause of woman warriors back decades . 	0
is on full , irritating display in ( this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot 	0
storytelling skills 	1
fetishistic violence 	0
authentically vague , but ultimately purposeless , 	0
proves tiresome 	0
one very funny joke and a few other decent ones 	1
same option to slap her creators because they 're clueless and inept 	0
bucked the odds 	1
a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them . 	1
too slow for a younger crowd , too shallow for an older one . 	0
fresh 	1
be compelling , amusing and unsettling 	1
all the way 	1
's still not a good movie 	0
pointed , often incisive satire and unabashed sweetness 	1
a catastrophic collision of tastelessness and gall 	0
an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion 	1
is stiff or just plain bad . 	0
could become a historically significant work as well as a masterfully made one 	1
, there 's a certain robustness to this engaging mix of love and bloodletting . 	1
the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen . 	0
could be a single iota worse ... a soulless hunk of exploitative garbage 	0
a party-hearty teen flick that scalds like acid . 	0
likely to see all year 	1
be utterly entranced by its subject and still show virtually no understanding of it 	0
it 's an ambitious film , and 	1
bad film 	0
sit through crap like this 	0
to blow it 	0
they poorly rejigger fatal attraction into a high school setting 	0
look at a slice of counterculture that might be best forgotten 	0
is such a blip on the year 's radar screen 	0
it wears you down like a dinner guest showing off his doctorate 	0
a 95-minute commercial for nba properties 	0
fascinating , unnerving examination 	1
this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . 	0
affirming and 	1
a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice . 	1
achingly human 	1
on its own , big trouble could be considered a funny little film . 	1
true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus 	0
, whatever your orientation . 	1
one of this year 's very best pictures 	1
glass 's dirgelike score becomes a fang-baring lullaby 	0
but it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker . 	1
astoundingly 	1
ability to pull together easily accessible stories that resonate with profundity 	1
the low-grade cheese standards on which it operates 	0
confront it 	1
there 's plenty to enjoy -- in no small part thanks to lau . 	1
us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success 	1
climactic setpiece 	1
slight to be called any kind of masterpiece 	0
is nothing redeeming about this movie . 	0
its visual panache 	1
hilarious dialogue 	1
mr. taylor tries to shift the tone to a thriller 's rush 	1
good to see michael caine whipping out the dirty words and punching people in the stomach again 	1
it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . 	1
that is impenetrable and dull 	0
looks to be going through the motions , beginning with the pale script . 	0
a passable date film 	1
this is the stuff that disney movies are made of . 	1
it 's black hawk down with more heart . 	1
pair that with really poor comedic writing ... and you 've got a huge mess . 	0
shining star 	1
the overall fabric is hypnotic , and 	1
's an experience in understanding a unique culture that is presented with universal appeal . 	1
could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination 	0
eventual cult classic 	1
more entertaining 	1
of good actors 	1
sobering and powerful documentary 	1
has been sacrificed for the sake of spectacle 	0
at times it 's simply baffling 	0
genuine laughs 	1
a lot more dimensional and complex than its sunny disposition 	1
if you like an extreme action-packed film with a hint of humor , then triple x marks the spot . 	1
an asian landscape painting 	1
a winning comedy that excites the imagination and tickles the funny bone 	1
time , death 	0
a bland murder-on-campus yawner . 	0
norwegian offering which somehow snagged an oscar nomination 	0
a detailed personal portrait 	1
to overcome my resistance 	1
itself and retreats 	0
somewhat short 	0
makes a better short story 	0
a documentary to make the stones weep -- as shameful as it 	0
clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . 	0
the same way you came -- a few tasty morsels under your belt , 	1
gorgeous locales 	1
a cinematic fluidity and sense 	1
a renowned indian film culture 	1
lyrical and celebratory vision 	1
ineptly directed action sequences and some of the worst dialogue in recent memory . 	0
the cleverest , most deceptively amusing comedies of the year 	1
a whip-smart sense of narrative bluffs 	1
a fairly enjoyable mixture of longest yard ... and the 1999 guy ritchie caper lock stock and two smoking barrels . 	1
directed , highly professional film that 's old-fashioned in all the best possible ways 	1
that 's there to scare while we delight in the images 	1
shot in artful , watery tones of blue , green and brown 	1
rich 	1
energizes 	1
more slowly 	0
suggest possibilities which imbue the theme with added depth and resonance 	1
look american angst in the eye and end up laughing 	1
charismatic 	1
so much fun 	1
the film boasts at least a few good ideas and features some decent performances , but the result is disappointing 	0
personal tragedy and also the human comedy 	1
a charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface 	1
a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists . 	1
think they 	0
lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run 	0
the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times 	0
one-sided documentary offers simplistic explanations to a very complex situation . 	0
rough 	0
great , has solid acting and a neat premise 	1
the milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch . 	0
responsible 	1
timeless and 	1
be glued to the screen 	1
it is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph . 	1
gentle and humane 	1
, transforms that reality into a lyrical and celebratory vision 	1
new favorite musical 	1
this picture is murder by numbers , and as easy to be bored by as your abc 's , despite a few whopping shootouts . 	0
eerily accurate depiction of depression . 	0
good deal 	1
95-minute commercial 	0
report card : does n't live up to the exalted tagline - 	0
in clichés and mawkish dialogue 	0
the film is essentially juiceless . 	0
dull , dumb and derivative horror 	0
authentic account 	1
too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks . 	0
single-minded as john carpenter 's original 	0
important , original talent 	1
a rumor of angels does n't just slip -- it avalanches into forced fuzziness . 	0
it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart . 	1
cool visual backmasking ) 	1
deep-seated , emotional 	1
is well told 	1
some real vitality and 	1
is genial but never inspired , and little about it will stay with you 	0
of ( woo 's ) best work 	1
an exceptionally good idea 	1
does n't ignore the more problematic aspects of brown 's life . 	1
solondz may be convinced that he has something significant to say , but 	0
endless assault 	0
is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action . 	0
yiddish stage 	1
dirty 	0
a zinger-filled crowd-pleaser that open-minded elvis fans 	1
from its nauseating spinning credits sequence to a very talented but underutilized supporting cast 	0
moving , and adventurous 	1
skip this dreck 	0
hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound 	0
downhill as soon as macho action conventions assert themselves 	0
a great movie 	1
is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . 	1
loss and loneliness 	0
a canny crowd pleaser , 	1
about the life 	1
the wayward wooden one end it all by stuffing himself into an electric pencil sharpener 	0
part of that delicate canon 	1
need movies like tim mccann 's revolution no. 9 . 	1
very handsomely produced 	1
plain dumb 	0
think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch 	1
not only is it hokey 	0
blessed with a searing lead performance 	1
, colin hanks is in bad need of major acting lessons and maybe a little coffee . 	0
certainly wo n't be remembered as one of ( witherspoon 's ) better films . 	0
none of the charm and little 	0
is as predictable as the tides . 	0
over-blown 	0
an excuse to get to the closing bout ... by which time it 's impossible to care who wins 	0
biggest disappointments 	0
i just saw this movie ... well , it 's probably not accurate to call it a movie . 	0
a bit cold and relatively flavorless 	0
elegant 	1
that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy 	0
full of holes that will be obvious even to those who are n't looking for them 	0
an undeniably gorgeous , terminally 	1
self-consciously flashy camera effects 	0
that hitchens ' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power 	1
is not worth 	0
the adventures of direct-to-video nash 	0
into a few evocative images and striking character traits 	1
memorable cinematic experience 	1
a liability 	0
a unique , well-crafted psychological study of grief 	1
created a monster but did n't know how to handle it 	0
jolt you out of your seat a couple of times , give you a few laughs , 	1
, it can seem tiresomely simpleminded . 	0
feels more like an extended , open-ended poem than a traditionally structured story 	1
stereotypical familial quandaries 	0
in terms of execution this movie is careless and unfocused . 	0
freshman fluke 	0
always the prettiest pictures that tell the best story 	1
is a big letdown . 	0
but it 's hard to imagine a more generic effort in the genre . 	0
a rollicking adventure 	1
little wit 	0
often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself . 	1
irksome , tiresome nature 	0
every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye 	1
sure to make a clear point -- even if it seeks to rely on an ambiguous presentation 	1
brilliant surfing photography 	1
a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality 	1
social injustice 	0
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie . 	1
two towers outdoes its spectacle . 	1
while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere 	0
a larger-than-life figure , 	1
effortlessly 	1
's simply unbearable 	0
's part of what makes dover kosashvili 's outstanding feature debut so potent 	1
equals the sum of its pretensions 	0
looking for a story 	0
with but they 're simply not funny performers 	0
who normally could n't care less 	0
with a tawdry b-movie scum 	0
an ungainly movie 	0
a fascinating case study of flower-power liberation -- and 	1
cope with the mysterious and brutal nature of adults 	1
a choppy ending 	0
careless 	0
interesting 	1
sexy , funny and touching . 	1
a clichéd and shallow cautionary tale about the hard-partying lives of gay men . 	0
of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day 	1
is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . 	0
a lifetime 	1
does seem pretty unbelievable at times 	0
perfect as his outstanding performance as bond in die 	1
last 15 years 	1
substitute plot for personality 	0
the richness of characterization that makes his films so memorable 	1
you have the patience for it 	0
is so engagingly 	1
bracingly truthful 	1
it 's a loathsome movie , it really is and it makes absolutely no sense . 	0
concrete story 	1
her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style 	1
an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots . 	0
otherwise appalling , and 	0
most touching movie 	1
will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus 	1
successfully recreates both the physical setting and emotional tensions of the papin sisters 	1
staged violence overshadows everything , including most of the actors 	0
its effectiveness 	1
releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults 	0
a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential . 	0
taken one of the world 's most fascinating stories and 	1
posing as a real movie 	0
city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for . 	1
a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation 	1
this overlong infomercial , due out on video before month 's end 	0
macdowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done . 	1
skeeved 	0
strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . 	1
-- like a rather unbelievable love interest and a meandering ending -- 	0
it one of the year 's most enjoyable releases 	1
with witty dialogue and inventive moments 	1
is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie 	0
which also seems to play on a 10-year delay 	0
frantic than involving , more chaotic than entertaining 	0
his is an interesting character 	1
excuse to get to the closing bout ... by which time it 's impossible to care who wins 	0
to finish , like a wet burlap sack of gloom 	0
bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie 	1
it 's not a bad premise , just a bad movie . 	0
bogdanovich puts history in perspective 	1
may pick up new admirers 	1
, an archetypal desire to enjoy good trash every now and then . 	0
cheap junk and an insult to their death-defying efforts 	0
is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination . 	0
captivating and intimate study 	1
start reading your scripts before signing that dotted line 	0
the name of high art 	1
budding amours 	1
all by stuffing himself into an electric pencil sharpener 	0
a great piece to watch with kids and use to introduce video as art 	1
the filmmakers found this a remarkable and novel concept 	1
strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss 	1
this is n't a stand up and cheer flick ; it 's a sit down and ponder affair 	1
frothy ` date movie 	1
sharp as a samurai sword 	1
that brown played in american culture as an athlete , a movie star , and an image of black indomitability 	1
is more fascinating -- being real -- than anything seen on jerry springer . 	1
the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class . 	0
she is a lioness , protecting her cub , and he a reluctant villain 	1
the modern remake of dumas 's story is long on narrative and ( too ) short on action . 	0
subtlest works 	1
the overcooked , ham-fisted direction 	0
dimness 	0
a powerful sequel and one of the best films of the year 	1
that van wilder does little that is actually funny with the material 	0
easily the most thoughtful fictional examination 	1
is a welcome and heartwarming addition to the romantic comedy genre . 	1
oddly whimsical 	1
with loosely connected characters and plots that never quite gel 	0
often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? 	0
like a skillful fisher 	1
not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions . 	1
overlong documentary about ` the lifestyle . 	0
in place for a great film noir 	1
achingly enthralling premise 	1
with universal appeal 	1
unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism 	0
an action/thriller 	1
not easily and , in the end , not well enough 	0
predisposed to the movie 's rude and crude humor 	0
let crocodile hunter steve irwin do what he does best , 	1
a lot richer than the ones 	1
the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . 	0
well-balanced 	1
are made for each other . 	1
powerful 	1
badly cobbled look 	0
that it does afford 	1
badly made on every level 	0
violent , vulgar and forgettably entertaining . 	0
cradles its characters , veiling tension beneath otherwise tender movements 	1
a tear-stained vintage shirley temple script 	1
is intelligently accomplished 	1
broken with her friends image in an independent film of satiric fire and emotional turmoil 	1
damage 	0
soderbergh is n't afraid to try any genre and to do it his own way . 	1
while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself 	1
just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny . 	0
gentle but insistent sincerity 	1
an appalling ` ace ventura ' rip-off 	0
how 	1
disconnects 	0
, and irritating 	0
of the joyous , turbulent self-discovery 	1
felt performances across the board . 	1
despite iwai 's vaunted empathy 	0
that `` gangs '' is never lethargic 	1
despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . ' 	1
is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn 	1
want to see it twice 	1
holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy . 	1
covers this territory with wit and originality , 	1
ultimate point -- that everyone should be themselves -- 	1
erratic career 	0
enriched 	1
predictably conventional 	0
fans will undoubtedly enjoy it , and 	1
cinematic touchstone 	1
lack-of-attention 	0
the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . 	1
